Project Title,Base Link,Publication Title,Authors,Published In,DOI,Link
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,Physiological and pathophysiological functions of NLRP6: pro- and anti-inflammatory roles,,,,https://doi.org/10.1038/s42003-022-03491-w
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,"Polystyrene Nanoplastics as Carriers of Metals. Interactions of Polystyrene Nanoparticles with Silver Nanoparticles and Silver Nitrate, and Their Effects on Human Intestinal Caco-2 Cells",,,,https://doi.org/10.3390/biom11060859
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,Can Current Regulations Account for Intentionally Produced Nanoplastics?,,,,https://doi.org/10.1021/acs.est.2c00965
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,ASC oligomer favors caspase-1CARD domain recruitment after intracellular potassium efflux,,,,https://doi.org/10.1083/jcb.202003053
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,The potential effects of in vitro digestion on the physicochemical and biological characteristics of polystyrene nanoplastics,,,,https://doi.org/10.1016/j.envpol.2023.121656
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,ASC nanobodies to counteract the consequences of inflammasome activation,,,,https://doi.org/10.15252/emmm.202216087
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,Effects of true-to-life PET nanoplastics using primary human nasal epithelial cells,,,,https://doi.org/10.1016/j.etap.2023.104140
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,Antagonistic in vivo interaction of polystyrene nanoplastics and silver compounds. A study using Drosophila,,,,https://doi.org/10.1016/j.scitotenv.2022.156923
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,Nanoplastics and arsenic co-exposures exacerbate oncogenic biomarkers under an in vitro long-term exposure scenario,,,,https://doi.org/10.21203/rs.3.rs-1042926/v1
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,The internal dose makes the poison: higher internalization of polystyrene particles induce increased perturbation of macrophages,,,,https://doi.org/10.3389/fimmu.2023.1092743
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,The hazardous impact of true-to-life PET nanoplastics in Drosophila,,,,https://doi.org/10.1016/j.scitotenv.2022.160954
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,"A new source of representative secondary PET nanoplastics. Obtention, characterization, and hazard evaluation",,,,https://doi.org/10.1016/j.jhazmat.2022.129593
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,Validated method for polystyrene nanoplastic separation in aqueous matrices by asymmetric-flow field flow fraction coupled to MALS and UV–Vis detectors,,,,https://doi.org/10.1007/s00604-023-05851-7
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,NLRP3 and pyroptosis blockers for treating inflammatory diseases,,,,https://doi.org/10.1016/j.tips.2022.04.003
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,Hazard assessment of nanoplastics is driven by their surface-functionalization. Effects in human-derived primary endothelial cells,,,,https://doi.org/10.1016/j.scitotenv.2024.173236
Innovative tools to study the impact and mode of action of micro and nanoplastics on human health: towards a knowledge base for risk assessment,https://cordis.europa.eu/project/id/965196,"Titanium-doped PET nanoplastics, from opaque milk bottle degradation, as a model of environmental true-to-life nanoplastics. Hazardous effects on Drosophila",,,,https://doi.org/10.1016/j.envpol.2023.122968
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,From principles to reality. FAIR implementation in the nanosafety community,,,,https://doi.org/10.1016/j.nantod.2023.101923
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,Nano- and microplastics commonly cause adverse impacts on plants at environmentally relevant levels: A systematic review,,,,https://doi.org/10.1016/j.scitotenv.2022.161211
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,The analytical quest for sub-micron plastics in biological matrices,,,,https://doi.org/10.1016/j.nantod.2021.101296
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,perspectives on toxicokinetics of nanoscale plastic debris in organisms,,,,https://doi.org/10.1039/d1en00425e
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,"Submicron Plastic Adsorption by Peat, Accumulation in Sphagnum Mosses and Influence on Bacterial Communities in Peatland Ecosystems",,,,https://doi.org/10.1021/acs.est.2c04892
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,From properties to toxicity: Comparing microplastics to other airborne microparticles,,,,https://doi.org/10.1016/j.jhazmat.2021.128151
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,"Biomarkers of oxidative stress, inflammation, and genotoxicity to assess exposure to micro- and nanoplastics. A literature review",,,,https://doi.org/10.1016/j.ecoenv.2023.115645
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,"The gut microbiota, a key to understanding the health implications of micro(nano)plastics and their biodegradation",,,,https://doi.org/10.1111/1751-7915.14182
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,Estrogenic activity of plastic nanoparticle mixtures under <i>in vitro</i> settings,,,,https://doi.org/10.1039/d3en00883e
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,Exposure protocol for ecotoxicity testing of microplastics and nanoplastics,,,,https://doi.org/10.1038/s41596-023-00886-9
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,Sub-micro- and nano-sized polyethylene terephthalate deconstruction with engineered protein nanopores,,,,https://doi.org/10.1038/s41929-023-01048-6
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,"Nano- and microplastics: a comprehensive review on their exposure routes, translocation, and fate in humans",,,,https://doi.org/10.1016/j.impact.2022.100441
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,Quantifying the trophic transfer of sub-micron plastics in an assembled food chain,,,,https://doi.org/10.1016/j.nantod.2022.101611
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,Simulated Gastrointestinal Digestion of Polylactic Acid (Pla) Biodegradable Microplastics and Their Interaction with Gut Microbiota,,,,https://doi.org/10.2139/ssrn.4463181
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,Role of the Protein Corona in the Colloidal Behavior of Microplastics,,,,https://doi.org/10.1021/acs.langmuir.2c03237
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,Defining Quality Criteria for Nanoplastic Hazard Evaluation: The Case of Polystyrene Nanoplastics and Aquatic Invertebrate Daphnia spp.,,,,https://doi.org/10.3390/nano13030536
Plastics fate and effects in the human body,https://cordis.europa.eu/project/id/965367,Nominally identical microplastic models differ greatly in their particle-cell interactions,,,,https://doi.org/10.1038/s41467-024-45281-4
POLYRISK - Understanding human exposure and health hazard of micro- and nanoplastic contaminants in our environment,https://cordis.europa.eu/project/id/964766,From principles to reality. FAIR implementation in the nanosafety community,,,,https://doi.org/10.1016/j.nantod.2023.101923
POLYRISK - Understanding human exposure and health hazard of micro- and nanoplastic contaminants in our environment,https://cordis.europa.eu/project/id/964766,Exposure protocol for ecotoxicity testing of microplastics and nanoplastics,,,,https://doi.org/10.1038/s41596-023-00886-9
POLYRISK - Understanding human exposure and health hazard of micro- and nanoplastic contaminants in our environment,https://cordis.europa.eu/project/id/964766,Spectro‐Microscopic Techniques for Studying Nanoplastics in the Environment and in Organisms,,,,https://doi.org/10.1002/anie.202210494
POLYRISK - Understanding human exposure and health hazard of micro- and nanoplastic contaminants in our environment,https://cordis.europa.eu/project/id/964766,Environmentally weathered polystyrene particles induce phenotypical and functional maturation of human monocyte-derived dendritic cells,,,,https://doi.org/10.1080/1547691x.2022.2143968
POLYRISK - Understanding human exposure and health hazard of micro- and nanoplastic contaminants in our environment,https://cordis.europa.eu/project/id/964766,Collection and Characterization of Synthetic Airborne Particles,,,,https://doi.org/10.5185/amlett.2023.011714
POLYRISK - Understanding human exposure and health hazard of micro- and nanoplastic contaminants in our environment,https://cordis.europa.eu/project/id/964766,The Structural Influence of Airborne Particles on their Toxicity,,,,https://doi.org/10.5185/amlett.2023.021718
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,"Host taxonomy determines the composition, structure, and diversity of the earthworm cast microbiome under homogenous feeding conditions",,,,https://doi.org/10.1093/femsec/fiac093
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,New versus naturally aged greenhouse cover films: Degradation and micro-nanoplastics characterization under sunlight exposure,,,,https://doi.org/10.1016/j.scitotenv.2024.170662
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,Misidentification of PVC microplastics in marine environmental samples,,,,https://doi.org/10.1016/j.trac.2022.116649
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,The bisphenol A metabolite MBP causes proteome alterations in male Cyprinodon variegatus fish characteristic of estrogenic endocrine disruption,,,,https://doi.org/10.1016/j.envpol.2022.118936
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,Assessment of Toxicity and Biodegradability of Poly(vinyl alcohol)-Based Materials in Marine Water,,,,https://doi.org/10.3390/polym13213742
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,A reliable method for the isolation and characterization of microplastics in fish gastrointestinal tracts using an infrared tunable quantum cascade laser system,,,,https://doi.org/10.1016/j.marpolbul.2022.113591
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,Mistaking Plastic for Zooplankton: Risk Assessment of Plastic Ingestion in the Mediterranean Sea,,,,https://doi.org/10.1016/j.scitotenv.2022.159011
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,Ultra-trace mercury determination in seawater after vortex-assisted liquid-liquid micro-extraction,,,,https://doi.org/10.1016/j.sab.2023.106683
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,Weathering-independent differentiation of microplastic polymers by reflectance IR spectrometry and pattern recognition,,,,https://doi.org/10.1016/j.marpolbul.2022.113897
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,Research trends in nano- and microplastic ingestion in marine planktonic food webs,,,,https://doi.org/10.1016/j.envpol.2024.125136
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,Ecotoxicological Evaluation of Sunscreens on Marine Plankton,,,,https://doi.org/10.3390/cosmetics9010020
Land-Based Solutions for Plastics in the Sea,https://cordis.europa.eu/project/id/101003954,Mapping the tire supply chain and its microplastics emissions using a multi-stakeholder approach,,,,https://doi.org/10.1016/j.resconrec.2023.107389
